record_id,res_ClO2,raw_turb,fin_turb,NH3N,CODMn_raw,CODMn_fin,bacteria,flow,clearwell_ClO2,terminal_dose_logged,year,month,day
583,0.16,6.18,0.09,0.2,2.32,1.44,,5025.0,0.15,0.18,2023,6.0,1.0
584,0.09,5.52,0.09,0.21,2.37,1.5,160.0,3767.0,0.15,0.18,2023,6.0,2.0
585,0.11,8.78,0.1,0.21,2.3,1.45,138.0,4989.0,0.13,0.12,2023,6.0,2.0
586,,,,,,,,,,0.14,2023,6.0,3.0
587,0.13,6.05,0.1,0.22,2.46,1.45,,5011.0,0.14,0.17,2023,6.0,3.0
588,0.12,5.3,0.1,0.2,2.36,1.4,,3845.0,0.15,0.13,2023,6.0,4.0
589,0.1,3.9,0.09,0.21,2.4,1.4,98.0,4959.0,0.14,0.17,2023,6.0,5.0
590,0.12,2.9,0.1,0.21,2.3,1.42,130.0,3837.0,0.16,0.13,2023,6.0,6.0
591,0.15,5.34,0.2,0.18,2.32,1.36,,5008.0,0.14,0.14,2023,6.0,7.0
592,0.12,4.87,0.12,0.22,2.32,1.44,118.0,4827.0,0.16,0.2,2023,6.0,8.0
593,0.15,4.23,0.11,0.2,2.36,1.48,110.0,4981.0,0.15,0.14,2023,6.0,9.0
594,0.09,6.56,0.16,0.2,2.28,1.41,,4926.0,0.15,0.19,2023,6.0,11.0
595,0.16,8.53,0.17,0.21,2.3,1.44,120.0,3927.0,0.15,0.13,2023,6.0,12.0
596,0.14,7.13,0.14,0.22,2.44,1.52,,3631.0,0.16,0.17,2023,6.0,13.0
597,0.18,13.9,0.09,0.2,2.52,1.56,,5065.0,0.15,0.15,2023,6.0,14.0
598,0.14,7.13,0.14,0.22,2.44,1.52,140.0,4956.0,0.14,0.15,2023,6.0,15.0
599,0.14,10.4,0.08,0.2,2.52,1.58,150.0,4936.0,0.15,0.17,2023,6.0,16.0
600,,,,,,,,,,0.11,2023,6.0,17.0
601,0.15,12.2,0.09,0.2,2.48,1.54,,4959.0,0.15,0.11,2023,6.0,18.0
602,0.1,17.3,0.08,0.21,2.4,1.52,140.0,3687.0,0.16,0.13,2023,6.0,19.0
603,0.12,6.25,0.1,0.2,2.4,1.52,660.0,4973.0,0.18,0.14,2023,6.0,21.0
604,0.1,8.11,0.07,0.22,2.44,1.52,,3733.0,0.18,0.13,2023,6.0,22.0
605,0.1,12.3,0.08,0.22,2.46,1.56,,5047.0,0.16,0.12,2023,6.0,23.0
606,0.1,9.66,0.1,0.2,2.44,1.6,,4910.0,0.15,0.15,2023,6.0,24.0
607,0.1,3.58,0.09,0.22,2.4,1.52,,5045.0,0.15,0.16,2023,6.0,25.0
608,0.14,6.15,0.11,0.21,2.48,1.56,,3661.0,0.15,0.14,2023,6.0,26.0
609,0.14,4.51,0.2,0.22,2.4,1.52,620.0,2964.0,0.15,0.15,2023,6.0,27.0
610,0.14,5.62,0.18,0.24,2.32,1.48,,3796.0,0.17,0.2,2023,6.0,28.0
611,0.12,7.71,0.11,0.23,2.44,1.54,,3706.0,0.17,0.15,2023,6.0,29.0
612,0.11,10.2,0.1,0.22,2.48,1.48,760.0,,,0.11,2023,7.0,1.0
613,,,,,,,,,,0.15,2023,7.0,1.0
614,0.12,6.65,0.08,0.23,2.52,1.6,,,,0.11,2023,7.0,2.0
615,0.12,4.71,0.13,0.23,2.36,1.52,810.0,,,0.17,2023,7.0,2.0
616,0.15,4.51,0.09,0.23,2.5,1.55,,,,0.17,2023,7.0,3.0
617,0.1,10.65,0.1,0.24,2.5,1.49,,,,0.19,2023,7.0,3.0
618,0.11,2.93,0.09,0.21,2.4,1.44,720.0,,,0.17,2023,7.0,4.0
619,,,,,,,,,,0.15,2023,7.0,5.0
620,0.13,10.5,0.1,0.21,2.52,1.5,700.0,,,0.17,2023,7.0,6.0
621,,,,,,,450.0,,,0.13,2023,7.0,7.0
622,0.15,9.96,0.14,0.23,2.44,1.46,,,,0.16,2023,7.0,8.0
623,0.1,13.9,0.09,0.23,2.47,1.58,,,,0.14,2023,7.0,9.0
624,0.12,7.95,0.13,0.24,2.52,1.52,,,,0.15,2023,7.0,11.0
625,0.09,3.54,0.15,0.23,2.56,1.6,820.0,,,0.12,2023,7.0,12.0
626,0.13,8.03,0.15,0.23,2.34,1.44,880.0,,,0.15,2023,7.0,13.0
627,0.1,13.2,0.1,0.24,2.44,1.36,,,,0.11,2023,7.0,14.0
628,0.05,11.1,0.14,0.18,2.48,1.38,,,,0.19,2023,7.0,15.0
629,,,,,,,,,,0.12,2023,7.0,16.0
630,0.13,5.54,0.14,0.22,2.42,1.37,860.0,,,0.15,2023,7.0,17.0
631,0.12,5.49,0.15,0.23,2.4,1.48,,,,0.12,2023,7.0,18.0
632,0.1,4.87,0.14,0.22,2.52,1.48,,,,0.14,2023,7.0,19.0
633,0.11,4.1,0.14,0.22,2.36,1.48,680.0,,,0.13,2023,7.0,21.0
634,0.12,27.1,0.14,0.21,2.48,1.48,,,,0.16,2023,7.0,22.0
635,0.11,12.3,0.08,0.22,2.42,1.41,,,,0.16,2023,7.0,23.0
636,0.16,13.4,0.13,0.21,2.5,1.44,,,,0.12,2023,7.0,24.0
637,0.11,5.12,0.1,0.24,2.48,1.46,,,,0.2,2023,7.0,25.0
638,,,,,,,850.0,,,0.15,2023,7.0,26.0
639,0.09,4.1,0.14,0.23,2.36,1.48,530.0,,,0.15,2023,7.0,27.0
640,0.1,13.1,0.1,0.24,2.64,1.56,660.0,,,0.17,2023,7.0,28.0
641,0.15,7.45,0.09,0.24,2.52,1.52,,,,0.11,2023,7.0,29.0
642,0.17,9.1,0.13,0.23,2.58,1.57,820.0,,,0.16,2023,7.0,31.0
643,0.12,12.7,0.11,0.24,2.68,1.6,,,,0.18,2023,8.0,1.0
644,0.14,12.5,0.08,0.23,2.68,1.52,550.0,,,0.1,2023,8.0,1.0
645,0.11,10.9,0.11,0.23,2.56,1.52,880.0,,,0.17,2023,8.0,2.0
646,0.1,16.1,0.09,0.24,2.96,1.52,,,,0.17,2023,8.0,2.0
647,0.22,6.33,0.11,0.23,2.48,1.56,900.0,,,0.11,2023,8.0,3.0
648,0.12,17.8,0.1,0.23,3.0,1.6,760.0,,,0.17,2023,8.0,3.0
649,0.1,5.25,0.13,0.22,2.52,1.52,,,,0.12,2023,8.0,4.0
650,0.08,6.05,0.15,0.24,2.48,1.56,,,,0.19,2023,8.0,5.0
651,,,,,,,,,,0.14,2023,8.0,6.0
652,,,,,,,,,,0.14,2023,8.0,7.0
653,0.12,7.25,0.12,0.21,2.88,1.44,,,,0.18,2023,8.0,8.0
654,,,,,,,570.0,,,0.16,2023,8.0,9.0
655,0.11,14.6,0.11,0.21,2.64,1.5,760.0,,,0.14,2023,8.0,11.0
656,0.12,14.5,0.31,0.2,2.8,1.6,,,,0.16,2023,8.0,12.0
657,0.14,12.9,0.13,0.18,2.68,1.56,,,,0.1,2023,8.0,13.0
658,,,,,,,560.0,,,0.17,2023,8.0,14.0
659,,,,,,,,,,0.18,2023,8.0,15.0
660,0.18,14.6,0.1,0.21,3.08,1.52,850.0,,,0.2,2023,8.0,16.0
661,0.24,7.35,0.09,0.22,3.07,1.53,900.0,,,0.18,2023,8.0,17.0
662,0.13,5.37,0.09,0.22,2.96,1.52,830.0,,,0.15,2023,8.0,18.0
663,0.11,11.7,0.13,0.25,3.04,1.6,,,,0.12,2023,8.0,19.0
664,0.2,17.4,0.14,0.24,3.04,1.64,890.0,,,0.11,2023,8.0,21.0
665,0.1,8.6,0.16,0.23,3.28,1.48,,,,0.17,2023,8.0,22.0
666,0.09,7.75,0.12,0.24,3.2,1.48,,,,0.2,2023,8.0,23.0
667,0.12,14.2,0.13,0.24,3.2,1.48,,,,0.17,2023,8.0,24.0
668,0.15,16.9,0.13,0.23,3.08,1.44,,,,0.17,2023,8.0,25.0
669,,,,,,,,,,0.14,2023,8.0,26.0
670,0.06,18.7,0.16,0.26,3.0,1.48,,,,0.14,2023,8.0,27.0
671,0.1,16.3,0.22,0.22,3.8,1.62,450.0,,,0.16,2023,8.0,28.0
672,0.2,12.4,0.13,0.24,3.04,1.56,,,,0.16,2023,8.0,29.0
673,0.16,20.7,0.1,0.28,3.15,1.7,780.0,,,0.19,2023,8.0,31.0
674,0.13,17.2,0.12,0.26,3.07,1.62,650.0,,,0.18,2023,9.0,1.0
675,0.18,11.0,0.11,0.22,3.68,1.76,,,,0.16,2023,9.0,1.0
676,0.14,19.1,0.14,0.26,3.06,1.7,,,,0.17,2023,9.0,2.0
677,0.18,15.5,0.13,0.16,3.58,1.68,690.0,,,0.1,2023,9.0,2.0
678,,,,,,,,,,0.19,2023,9.0,3.0
679,0.12,19.2,0.13,0.25,3.04,1.84,,,,0.17,2023,9.0,3.0
680,0.13,18.5,0.12,0.21,3.36,1.76,640.0,,,0.19,2023,9.0,4.0
681,0.1,8.32,0.14,0.19,3.8,1.92,,,,0.16,2023,9.0,5.0
682,0.08,11.9,0.15,0.21,3.68,1.84,800.0,,,0.12,2023,9.0,6.0
683,0.19,11.8,0.11,0.2,3.65,1.72,820.0,,,0.18,2023,9.0,7.0
684,0.1,11.6,0.14,0.21,3.72,1.8,820.0,,,0.2,2023,9.0,8.0
685,0.08,11.3,0.12,0.2,3.59,1.69,,,,0.13,2023,9.0,9.0
686,0.2,8.11,0.12,0.21,3.6,1.72,800.0,,,0.18,2023,9.0,11.0
687,0.14,7.82,0.16,0.21,3.52,1.68,,,,0.13,2023,9.0,12.0
688,0.09,14.7,0.14,0.22,3.4,1.64,,,,0.11,2023,9.0,13.0
689,0.07,18.6,0.16,0.21,3.17,1.71,,,,0.16,2023,9.0,14.0
690,,,,,,,,,,0.2,2023,9.0,15.0
691,,,,,,,,,,0.13,2023,9.0,16.0
692,0.12,23.8,0.12,0.26,3.36,1.64,,,,0.18,2023,9.0,17.0
693,0.1,10.7,0.16,0.23,3.2,1.76,700.0,,,0.13,2023,9.0,18.0
694,0.18,10.3,0.11,0.21,3.96,1.76,820.0,,,0.17,2023,9.0,19.0
695,0.12,16.4,0.15,0.19,3.64,1.66,650.0,,,0.17,2023,9.0,21.0
696,0.16,21.6,0.11,0.22,3.44,1.6,,,,0.11,2023,9.0,22.0
697,0.11,13.8,0.12,0.2,3.6,1.72,,,,0.19,2023,9.0,23.0
698,0.14,18.9,0.13,0.2,3.36,1.64,,,,0.15,2023,9.0,24.0
699,0.1,12.6,0.11,0.18,3.36,1.68,670.0,,,0.14,2023,9.0,25.0
700,0.09,13.2,0.16,0.2,3.2,1.6,,,,0.14,2023,9.0,26.0
701,0.08,13.4,0.13,0.2,3.22,1.58,550.0,,,0.18,2023,9.0,27.0
702,0.14,19.1,0.11,0.19,3.88,1.62,,,,0.18,2023,9.0,28.0
703,0.12,12.5,0.13,0.2,3.6,1.62,,,,0.15,2023,9.0,29.0
704,0.13,17.8,0.14,0.17,3.8,1.64,600.0,4938.0,0.15,0.12,2023,10.0,1.0
705,0.1,12.4,0.11,0.19,3.8,1.62,,4985.0,0.15,0.15,2023,10.0,1.0
706,0.1,12.4,0.11,0.19,3.8,1.62,,5074.0,0.15,0.19,2023,10.0,2.0
707,0.12,17.8,0.14,0.18,4.48,1.68,580.0,4927.0,0.15,0.12,2023,10.0,2.0
708,0.11,13.3,0.14,0.19,3.68,1.68,,5029.0,0.15,0.11,2023,10.0,3.0
709,0.17,13.4,0.11,0.16,3.48,1.44,550.0,4962.0,0.15,0.13,2023,10.0,3.0
710,0.11,13.3,0.14,0.19,3.68,1.68,,4985.0,0.15,0.14,2023,10.0,4.0
711,0.11,11.69,0.13,0.18,3.36,1.52,,4951.0,0.15,0.16,2023,10.0,5.0
712,0.17,16.2,0.19,0.23,3.72,1.5,,4806.0,0.15,0.17,2023,10.0,6.0
713,0.12,16.5,0.09,0.2,3.68,1.48,610.0,5008.0,0.16,0.16,2023,10.0,7.0
714,0.17,13.7,0.11,0.19,3.28,1.52,740.0,4942.0,0.15,0.16,2023,10.0,8.0
715,0.14,16.5,0.16,0.21,3.88,1.6,,3787.0,0.18,0.16,2023,10.0,9.0
716,0.09,13.5,0.09,0.18,3.32,1.72,660.0,3428.0,0.15,0.18,2023,10.0,11.0
717,0.15,19.2,0.11,0.19,4.39,1.7,,4969.0,0.15,0.18,2023,10.0,12.0
718,0.2,24.6,0.12,0.2,4.04,1.68,650.0,4807.0,0.15,0.12,2023,10.0,13.0
719,,,,,,,,,,0.13,2023,10.0,14.0
720,0.11,23.2,0.12,0.19,4.32,1.76,,4926.0,0.15,0.15,2023,10.0,15.0
721,,,,,,,720.0,4835.0,0.15,0.11,2023,10.0,16.0
722,0.08,9.09,0.18,0.19,4.56,1.56,350.0,4951.0,0.15,0.15,2023,10.0,17.0
723,0.18,10.6,0.2,0.2,4.68,1.68,700.0,4998.0,0.15,0.18,2023,10.0,18.0
724,0.18,13.3,0.13,0.18,4.64,1.72,690.0,4927.0,0.15,0.11,2023,10.0,19.0
725,0.15,18.6,0.18,0.19,4.38,1.79,,4865.0,0.15,0.12,2023,10.0,21.0
726,0.08,18.0,0.14,0.2,3.6,1.76,,3827.0,0.17,0.12,2023,10.0,22.0
727,0.09,13.5,0.09,0.18,3.32,1.72,510.0,5010.0,0.15,0.14,2023,10.0,23.0
728,0.07,11.9,0.16,0.18,3.36,1.76,655.0,4941.0,0.16,0.15,2023,10.0,24.0
729,0.1,10.6,0.15,0.16,3.3,1.73,570.0,4958.0,0.15,0.19,2023,10.0,25.0
730,0.1,11.8,0.17,0.19,3.44,1.72,550.0,4822.0,0.15,0.19,2023,10.0,26.0
731,0.11,13.4,0.14,0.16,3.4,1.68,,4949.0,0.15,0.16,2023,10.0,27.0
732,0.11,15.5,0.12,0.18,3.4,1.8,,4856.0,0.15,0.1,2023,10.0,28.0
733,,,,,,,,,,0.19,2023,10.0,29.0
734,0.12,8.05,0.15,0.18,3.6,1.36,680.0,3345.0,0.19,0.13,2023,10.0,31.0
735,0.12,9.45,0.16,0.2,3.64,1.44,560.0,4963.0,0.15,0.13,2023,11.0,1.0
736,0.18,32.6,0.13,0.15,3.56,1.76,410.0,3526.0,0.18,0.14,2023,11.0,1.0
737,0.16,9.38,0.11,0.17,3.58,1.64,,3706.0,0.18,0.14,2023,11.0,2.0
738,0.17,6.05,0.13,0.17,3.0,1.72,400.0,4655.0,0.18,0.2,2023,11.0,2.0
739,0.19,15.5,0.15,0.16,3.6,1.72,570.0,3614.0,0.18,0.2,2023,11.0,3.0
740,0.16,7.19,0.13,0.14,2.96,1.72,,3661.0,0.18,0.11,2023,11.0,3.0
741,,,,,,,,,,0.11,2023,11.0,4.0
742,0.2,23.5,0.11,0.15,3.52,1.68,,3541.0,0.19,0.12,2023,11.0,5.0
743,0.18,16.1,0.11,0.16,3.24,1.63,520.0,3633.0,0.19,0.16,2023,11.0,6.0
744,0.17,16.3,0.11,0.18,3.76,1.67,480.0,2192.0,0.23,0.15,2023,11.0,7.0
745,0.18,19.7,0.13,0.19,3.6,1.68,,3492.0,0.2,0.18,2023,11.0,8.0
746,0.17,19.2,0.14,0.16,3.57,1.66,400.0,2140.0,0.2,0.2,2023,11.0,9.0
747,0.23,24.0,0.13,0.16,3.5,1.72,,3573.0,0.18,0.17,2023,11.0,11.0
748,0.12,28.7,0.17,0.17,3.36,1.72,,3617.0,0.15,0.1,2023,11.0,12.0
749,0.14,21.8,0.17,0.15,3.52,1.92,,2992.0,0.18,0.11,2023,11.0,13.0
750,0.15,10.2,0.16,0.16,3.2,1.68,,3615.0,0.17,0.2,2023,11.0,14.0
751,0.12,16.3,0.16,0.16,3.28,1.72,,3533.0,0.17,0.11,2023,11.0,15.0
752,0.19,14.7,0.16,0.16,3.36,1.64,280.0,4735.0,0.16,0.12,2023,11.0,16.0
753,0.19,13.9,0.14,0.15,3.32,1.8,320.0,3638.0,0.19,0.11,2023,11.0,17.0
754,0.19,16.8,0.15,0.17,3.52,1.84,,3681.0,0.25,0.16,2023,11.0,18.0
755,0.15,9.07,0.15,0.16,3.44,1.92,,3677.0,0.19,0.16,2023,11.0,19.0
756,0.18,9.37,0.17,0.18,3.18,1.65,,3596.0,0.2,0.17,2023,11.0,21.0
757,0.12,7.79,0.11,0.17,3.24,1.76,,3016.0,0.23,0.18,2023,11.0,22.0
758,0.11,5.15,0.11,0.17,2.96,1.68,,4767.0,0.21,0.13,2023,11.0,28.0
759,0.13,10.1,0.11,0.14,2.92,1.56,,3711.0,0.18,0.15,2023,11.0,29.0
760,0.1,5.14,0.19,0.14,2.63,1.56,,3611.0,0.16,0.13,2023,12.0,1.0
761,0.14,9.15,0.15,0.17,2.76,1.76,320.0,3690.0,0.17,0.16,2023,12.0,1.0
762,0.19,6.35,0.14,0.18,2.64,1.74,,4717.0,0.16,0.1,2023,12.0,2.0
763,0.07,4.2,0.14,0.13,2.44,1.64,245.0,3571.0,0.15,0.15,2023,12.0,2.0
764,,,,,,,,,,0.13,2023,12.0,3.0
765,0.2,7.6,0.14,0.16,2.68,1.76,,3535.0,0.17,0.15,2023,12.0,3.0
766,0.17,6.26,0.13,0.17,2.88,1.8,210.0,3129.0,0.17,0.17,2023,12.0,4.0
767,0.1,3.38,0.15,0.17,2.92,1.84,400.0,3639.0,0.17,0.12,2023,12.0,5.0
768,0.2,4.56,0.16,0.13,2.68,1.68,360.0,3676.0,0.19,0.19,2023,12.0,6.0
769,0.1,4.3,0.16,0.14,2.8,1.64,340.0,3230.0,0.16,0.13,2023,12.0,7.0
770,0.13,3.2,0.15,0.13,2.72,1.6,280.0,3638.0,0.14,0.11,2023,12.0,8.0
771,0.06,3.8,0.18,0.14,2.56,1.52,,3195.0,0.16,0.12,2023,12.0,9.0
772,0.16,13.3,0.17,0.12,2.72,1.52,300.0,3715.0,0.15,0.17,2023,12.0,11.0
773,0.08,11.6,0.14,0.14,2.76,1.48,240.0,3441.0,0.15,0.19,2023,12.0,12.0
774,0.08,12.84,0.15,0.13,2.68,1.5,220.0,3832.0,0.16,0.17,2023,12.0,13.0
775,0.09,11.5,0.15,0.15,2.75,1.62,,3862.0,0.15,0.17,2023,12.0,14.0
776,0.11,7.12,0.13,0.13,2.64,1.6,200.0,3528.0,0.16,0.13,2023,12.0,15.0
777,,,,,,,,,,0.13,2023,12.0,16.0
778,0.12,4.71,0.14,0.13,2.6,1.68,,2195.0,0.15,0.17,2023,12.0,17.0
779,0.08,3.92,0.15,0.11,2.56,1.63,190.0,3854.0,0.15,0.13,2023,12.0,18.0
780,0.12,3.72,0.16,0.12,2.48,1.6,220.0,3328.0,0.15,0.15,2023,12.0,19.0
781,0.1,3.64,0.14,0.14,2.48,1.6,200.0,3376.0,0.15,0.18,2023,12.0,21.0
782,0.07,3.03,0.13,3.03,2.4,1.52,210.0,3295.0,0.15,0.14,2023,12.0,22.0
783,0.1,3.46,0.16,0.13,2.48,1.6,,3269.0,0.14,0.12,2023,12.0,23.0
784,0.06,3.18,0.11,0.12,2.57,1.45,,3818.0,0.14,0.11,2023,12.0,24.0
785,0.06,2.98,0.11,0.14,2.35,1.67,160.0,3742.0,0.14,0.14,2023,12.0,25.0
786,0.08,2.37,0.14,0.19,2.56,1.6,150.0,3802.0,0.13,0.19,2023,12.0,26.0
787,0.06,2.59,0.18,0.16,2.4,1.52,138.0,3628.0,0.14,0.19,2023,12.0,27.0
788,0.07,2.67,0.15,0.12,2.44,1.48,,3789.0,0.13,0.13,2023,12.0,28.0
789,0.06,2.28,0.12,0.12,2.28,1.76,136.0,3864.0,0.13,0.16,2023,12.0,29.0
790,0.08,2.09,0.13,0.12,2.36,1.6,,3777.0,0.14,0.16,2023,12.0,31.0
791,0.09,5.51,0.14,0.11,3.04,1.6,86.0,3390.0,0.15,0.15,2024,1.0,1.0
792,0.06,2.21,0.12,0.13,2.44,1.6,,3735.0,,0.14,2024,1.0,1.0
793,0.08,4.5,0.13,0.12,2.3,1.6,,1711.0,0.14,0.17,2024,1.0,2.0
794,0.06,2.21,0.12,0.13,2.44,1.6,,3719.0,,0.13,2024,1.0,2.0
795,0.09,2.41,0.12,0.14,2.34,1.6,47.0,3374.0,0.13,0.17,2024,1.0,3.0
796,0.06,3.23,0.14,0.12,2.56,1.44,,3786.0,,0.17,2024,1.0,3.0
797,0.09,2.76,0.16,0.14,2.4,1.6,,3775.0,0.14,0.11,2024,1.0,4.0
798,0.04,2.44,0.12,0.14,2.44,1.58,,3718.0,0.14,0.16,2024,1.0,5.0
799,,,,,,,,3472.0,0.14,0.11,2024,1.0,6.0
800,0.04,1.9,0.13,0.13,2.32,1.68,,2193.0,0.14,0.16,2024,1.0,7.0
801,0.06,2.02,0.13,0.14,2.32,1.6,120.0,2192.0,0.13,0.19,2024,1.0,8.0
802,0.1,5.74,0.16,0.12,3.17,1.65,,3561.0,0.16,0.11,2024,1.0,9.0
803,,,,,,,94.0,3657.0,0.16,0.14,2024,1.0,11.0
804,0.09,3.5,0.14,0.16,3.09,1.62,60.0,1930.0,0.18,0.19,2024,1.0,12.0
805,0.09,4.89,0.15,0.13,2.98,1.63,,2231.0,0.19,0.17,2024,1.0,13.0
806,0.14,4.26,0.14,0.14,2.92,1.6,,3822.0,0.14,0.17,2024,1.0,14.0
807,,,,,,,86.0,2235.0,0.14,0.11,2024,1.0,15.0
808,0.1,4.64,0.15,0.1,2.36,1.64,,,,0.16,2024,1.0,16.0
809,0.08,4.67,0.17,0.12,2.4,1.6,72.0,2231.0,0.19,0.18,2024,1.0,17.0
810,0.1,4.16,0.12,0.13,2.32,1.52,56.0,3822.0,0.14,0.15,2024,1.0,18.0
811,0.06,4.26,0.13,0.12,2.34,1.56,60.0,3936.0,0.14,0.18,2024,1.0,19.0
812,0.08,7.65,0.1,0.12,2.4,1.52,,2226.0,0.14,0.1,2024,1.0,21.0
813,0.08,,,0.14,2.32,1.6,60.0,3459.0,0.13,0.2,2024,1.0,22.0
814,0.06,6.88,0.14,0.1,2.34,1.6,40.0,3448.0,0.13,0.14,2024,1.0,23.0
815,0.09,7.25,0.15,0.14,2.32,1.68,,3892.0,0.14,0.13,2024,1.0,24.0
816,0.1,6.5,0.14,0.1,2.4,1.56,,3436.0,0.14,0.13,2024,1.0,25.0
817,,,,,,,25.0,3979.0,0.13,0.12,2024,1.0,26.0
818,,,,,,,,3655.0,0.13,0.12,2024,1.0,27.0
819,0.08,1.1,0.12,0.1,2.4,1.6,,3966.0,0.14,0.19,2024,1.0,28.0
820,0.1,1.29,0.13,0.11,2.32,1.52,,3966.0,0.14,0.19,2024,1.0,29.0
821,,,,,,,33.0,3392.0,0.14,0.13,2024,1.0,31.0
822,0.08,1.62,0.17,0.12,2.41,1.55,30.0,1891.0,0.14,0.1,2024,2.0,1.0
823,0.04,2.26,0.09,0.13,2.41,1.56,,1989.0,0.14,0.16,2024,2.0,1.0
824,0.05,1.84,0.16,0.1,2.6,1.52,42.0,3367.0,0.13,0.18,2024,2.0,2.0
825,,,,,,,30.0,3754.0,0.13,0.19,2024,2.0,2.0
826,0.02,1.33,0.25,0.16,2.52,1.58,,3921.0,0.13,0.12,2024,2.0,3.0
827,0.08,2.77,0.14,0.12,2.56,1.52,40.0,3675.0,0.13,0.13,2024,2.0,4.0
828,0.1,3.22,0.18,0.11,2.52,1.6,46.0,3456.0,0.13,0.15,2024,2.0,5.0
829,0.06,4.32,0.17,0.11,2.48,1.62,,2256.0,0.14,0.11,2024,2.0,6.0
830,0.07,5.16,0.15,0.13,2.56,1.52,46.0,3522.0,0.13,0.13,2024,2.0,7.0
831,,,,,,,45.0,3812.0,0.13,0.18,2024,2.0,8.0
832,0.06,4.28,0.16,0.13,2.44,1.6,30.0,2247.0,0.14,0.2,2024,2.0,9.0
833,0.06,3.85,0.1,0.11,2.64,1.6,,2133.0,0.15,0.1,2024,2.0,11.0
834,0.13,3.15,0.11,0.12,2.72,1.68,,2228.0,0.14,0.17,2024,2.0,12.0
835,0.08,3.75,0.14,0.1,2.4,1.56,,3453.0,0.14,0.19,2024,2.0,13.0
836,0.11,2.66,0.16,0.11,2.36,1.52,,1689.0,0.14,0.11,2024,2.0,14.0
837,0.11,2.46,0.1,0.11,2.44,1.6,,2074.0,0.13,0.15,2024,2.0,15.0
838,0.1,2.18,0.15,0.13,2.6,1.62,,3805.0,0.14,0.11,2024,2.0,16.0
839,0.08,2.32,0.15,0.14,2.56,1.56,,3842.0,0.14,0.17,2024,2.0,17.0
840,0.08,2.42,0.14,0.13,2.24,1.6,,2067.0,0.14,0.13,2024,2.0,18.0
841,0.08,2.59,0.15,0.12,2.28,1.68,40.0,3779.0,0.14,0.16,2024,2.0,19.0
842,0.12,3.52,0.16,0.13,2.28,1.58,27.0,3762.0,0.13,0.14,2024,2.0,21.0
843,0.09,3.26,0.13,0.12,2.35,1.64,30.0,3790.0,0.14,0.15,2024,2.0,22.0
844,0.07,2.56,0.11,0.11,2.32,1.6,,3769.0,0.14,0.18,2024,2.0,23.0
845,0.12,2.85,0.13,0.12,2.36,1.68,,3755.0,0.13,0.12,2024,2.0,24.0
846,,,,,,,,3970.0,0.13,0.12,2024,2.0,25.0
847,0.09,3.45,0.15,0.12,2.48,1.6,39.0,3746.0,0.14,0.18,2024,2.0,26.0
848,0.06,3.18,0.14,0.13,2.52,1.54,35.0,3716.0,0.4,0.1,2024,2.0,27.0
849,0.05,4.08,0.15,0.14,2.48,1.52,,3783.0,0.13,0.19,2024,2.0,28.0
850,,,,,,,,3738.0,0.14,0.18,2024,3.0,1.0
851,0.05,10.3,0.2,0.13,2.56,1.52,,3872.0,0.13,0.18,2024,3.0,1.0
852,0.09,4.36,0.18,0.14,2.86,1.75,48.0,4892.0,0.13,0.14,2024,3.0,2.0
853,,,,,,,,3712.0,0.13,0.19,2024,3.0,2.0
854,,,,,,,,3621.0,0.14,0.17,2024,3.0,3.0
855,0.08,8.67,0.13,0.13,2.52,1.52,,3326.0,0.13,0.18,2024,3.0,3.0
856,0.09,2.24,0.13,0.13,2.56,1.44,,3698.0,0.13,0.14,2024,3.0,4.0
857,0.11,3.46,0.16,0.16,2.6,1.48,42.0,3613.0,0.14,0.16,2024,3.0,5.0
858,,,,,,,38.0,3763.0,0.13,0.17,2024,3.0,6.0
859,0.08,4.47,0.12,0.14,2.48,1.48,35.0,3638.0,0.14,0.12,2024,3.0,7.0
860,0.1,4.18,0.15,0.11,2.52,1.46,43.0,3759.0,0.13,0.12,2024,3.0,8.0
861,0.04,5.72,0.11,0.11,2.48,1.46,,3827.0,0.13,0.19,2024,3.0,9.0
862,0.11,10.9,0.18,0.12,2.56,1.44,46.0,3691.0,0.13,0.13,2024,3.0,11.0
863,0.08,5.25,0.16,0.12,2.48,1.44,38.0,3712.0,0.13,0.12,2024,3.0,12.0
864,0.06,4.12,0.15,0.12,2.48,1.52,48.0,4871.0,0.12,0.2,2024,3.0,13.0
865,0.1,5.3,0.16,0.14,2.5,1.54,52.0,3741.0,0.13,0.15,2024,3.0,14.0
866,0.06,5.67,0.16,0.15,2.56,1.52,,3763.0,0.14,0.15,2024,3.0,15.0
867,0.09,7.32,0.15,0.13,2.52,1.54,,4852.0,0.13,0.11,2024,3.0,16.0
868,,,,,,,,3178.0,0.14,0.13,2024,3.0,17.0
869,0.1,5.36,0.14,0.13,2.56,1.48,56.0,4751.0,0.13,0.16,2024,3.0,18.0
870,0.08,4.75,0.16,0.15,2.6,1.52,,4871.0,0.13,0.15,2024,3.0,19.0
871,,,,,,,,4854.0,0.13,0.19,2024,3.0,21.0
872,0.12,5.22,0.17,0.12,2.64,1.68,,4871.0,0.13,0.2,2024,3.0,22.0
873,,,,,,,,3733.0,0.12,0.15,2024,3.0,23.0
874,,,,,,,,4888.0,0.13,0.12,2024,3.0,24.0
875,0.11,7.93,0.14,0.12,2.68,1.6,52.0,3241.0,0.14,0.19,2024,3.0,25.0
