record_id,res_ClO2,raw_turb,fin_turb,NH3N,CODMn_raw,CODMn_fin,bacteria,flow,clearwell_ClO2,terminal_dose_logged,year,month,day
139,0.19,4.5,0.24,0.12,2.48,1.44,235.0,4805.0,0.23,,2021,6.0,21.0
140,0.1,7.62,0.17,0.15,2.48,1.64,,3590.0,0.15,,2021,6.0,22.0
141,0.09,6.21,0.21,0.18,2.67,1.78,228.0,4965.0,0.23,,2021,6.0,23.0
142,0.11,8.43,0.21,0.13,2.4,1.72,,1754.0,0.18,,2021,6.0,24.0
143,0.12,8.14,0.22,0.14,2.24,1.92,262.0,2972.0,0.29,,2021,6.0,25.0
144,0.2,7.87,0.22,0.17,2.36,1.68,,3639.0,0.21,,2021,6.0,27.0
145,0.19,8.44,0.19,0.18,2.93,1.9,220.0,3523.0,0.26,,2021,6.0,28.0
146,0.2,3.23,0.2,0.1,3.01,1.62,,2936.0,0.11,,2021,6.0,29.0
147,0.11,4.98,0.19,0.16,2.65,1.8,,5083.0,0.12,,2021,7.0,1.0
148,0.05,17.8,0.2,0.2,2.49,1.48,,,,,2021,7.0,1.0
149,0.21,12.5,0.19,0.22,2.04,1.4,,3312.0,0.25,,2021,7.0,2.0
150,0.08,14.6,0.17,0.2,3.07,1.62,360.0,1747.0,0.17,,2021,7.0,3.0
151,0.14,7.98,0.2,0.2,2.53,1.7,,4757.0,0.11,,2021,7.0,4.0
152,0.12,6.52,0.22,0.18,2.8,1.7,239.0,5010.0,0.11,,2021,7.0,5.0
153,0.07,5.26,0.17,0.23,2.96,1.92,,4868.0,0.11,,2021,7.0,6.0
154,0.03,3.22,0.3,0.18,2.8,1.68,340.0,4038.0,0.11,,2021,7.0,7.0
155,0.04,5.04,0.29,0.23,2.42,1.53,360.0,3179.0,0.1,,2021,7.0,8.0
156,0.11,6.02,0.2,0.17,2.52,1.54,340.0,1735.0,0.1,,2021,7.0,9.0
157,0.16,7.98,0.18,0.19,2.56,1.52,,,,,2021,7.0,11.0
158,0.09,7.02,0.18,0.22,2.4,1.48,230.0,1639.0,0.11,,2021,7.0,12.0
159,0.15,10.4,0.21,0.17,2.42,1.37,,1195.0,0.14,,2021,7.0,13.0
